City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,richmond,37.5538,-77.4603,308.84,59,0,3.6,US,1721243824
364,la'ie,21.6477,-157.9253,300.13,74,65,1.79,US,1721243825
365,saint-philippe,-21.3585,55.7679,293.92,82,90,5.58,RE,1721243826
366,portel,-1.9356,-50.8211,306.99,35,0,1.98,BR,1721243827
367,kish,26.5578,54.0194,306.3,89,99,2.06,IR,1721243809
368,kasongo,-4.45,26.6667,300.38,28,56,1.72,CD,1721243829
369,kone,-21.0595,164.8658,292.53,93,42,1.87,NC,1721243830
370,wanning,18.8003,110.3967,299.37,90,100,3.12,CN,1721243831
371,sogndal,61.2283,7.1003,290.36,77,75,8.23,NO,1721243833
372,tripoli,32.8752,13.1875,300.74,62,0,3.06,LY,1721243834
373,kerimaki,61.9167,29.2833,294.12,60,20,3.09,FI,1721243835
374,temiskaming shores,47.4938,-79.7153,293.04,63,100,2.85,CA,1721243836
375,kushiro,42.975,144.3747,292.68,100,100,1.54,JP,1721243837
376,piriapolis,-34.8682,-55.2744,288.24,79,20,3.09,UY,1721243838
377,chongwe,-15.3292,28.682,288.47,37,0,1.95,ZM,1721243839
378,at taj,24.2049,23.2857,305.57,14,7,5.2,LY,1721243843
379,la libertad,-2.2333,-80.9,297.96,69,40,3.6,EC,1721243844
380,arawa,-6.2132,155.5367,297.83,94,100,1.01,PG,1721243845
381,atamyrat,37.8357,65.2106,303.25,23,0,5.28,TM,1721243846
382,santa terezinha,-29.9002,-50.0904,291.78,79,1,4.36,BR,1721243847
383,naze,28.3667,129.4833,299.66,89,100,1.85,JP,1721243849
384,chernyshevskiy,63.0128,112.4714,288.27,89,98,2.49,RU,1721243850
385,buon ma thuot,12.6667,108.05,295.3,93,100,2.09,VN,1721243851
386,howrah,22.5892,88.3103,302.15,89,40,1.54,IN,1721243853
387,yigo village,13.5361,144.8886,301.31,79,100,6.69,GU,1721243854
388,pervomayskiy,53.2485,40.2871,297.04,67,7,2.82,RU,1721243855
389,east ballina,-28.8667,153.5833,284.15,71,0,7.19,AU,1721243856
390,gadzhiyevo,69.2551,33.3362,284.56,96,90,3.5,RU,1721243857
391,son la,21.3167,103.9,294.43,98,92,1.19,VN,1721243858
392,zaki biam,7.5167,9.6167,297.6,92,100,1.89,NG,1721243859
393,la union,-5.4,-80.75,301.43,40,0,6.62,PE,1721243860
394,veraval,20.9,70.3667,301.42,89,100,8.69,IN,1721243862
395,felege neway,6.3,36.8833,290.85,92,100,1.25,ET,1721243863
396,sisimiut,66.9395,-53.6735,282.39,67,13,2.33,GL,1721243864
397,kimbe,-5.5502,150.1429,297.23,89,99,2.95,PG,1721243865
398,frontera,26.9333,-101.45,297.53,81,100,2.24,MX,1721243866
399,pratt,37.6439,-98.7376,304.68,35,0,5.14,US,1721243867
400,hithadhoo,-0.6,73.0833,301.67,76,19,3.19,MV,1721243868
401,isangel,-19.55,169.2667,298.21,88,75,1.03,VU,1721243869
402,colonia menno,-22.3667,-59.8167,300.14,30,0,1.2,PY,1721243871
403,hamilton,39.1834,-84.5333,304.13,63,40,5.14,US,1721243872
404,novyy urengoy,66.0833,76.6333,289.46,50,7,2.2,RU,1721243873
405,matsubase,32.65,130.6667,298.22,86,58,1.8,JP,1721243874
406,gaspe,48.8334,-64.4819,298.27,83,75,4.12,CA,1721243875
407,riachao,-7.3619,-46.6172,306.73,19,5,3.75,BR,1721243876
408,xinhui,22.456,113.0482,302.04,91,12,2.76,CN,1721243877
409,zouerate,22.7187,-12.4521,312.93,8,0,3.86,MR,1721243878
410,kelme,55.6339,22.9342,293.16,83,100,1.87,LT,1721243879
411,salalah,17.0151,54.0924,300.2,94,100,3.09,OM,1721243733
412,al mayadin,35.0209,40.4535,309.28,19,0,3.16,SY,1721243882
413,walvis bay,-22.9575,14.5053,285.98,94,0,1.54,NA,1721243883
414,sirte,31.2089,16.5887,300.9,73,0,3.79,LY,1721243884
415,kannauj,27.0546,79.922,305.24,65,85,4.7,IN,1721243885
416,qui nhon,13.7667,109.2333,298.44,86,28,2.11,VN,1721243886
417,zyryanskoye,56.8306,86.6258,291.93,93,100,1.59,RU,1721243887
418,bandarbeyla,9.4942,50.8122,298.96,82,89,15.17,SO,1721243888
419,aras-asan,8.8908,126.3033,297.91,92,100,2.79,PH,1721243889
420,qingyuan,23.7,113.0333,301.14,86,2,1.44,CN,1721243891
421,mount isa,-20.7333,139.5,272.02,80,0,2.57,AU,1721243892
422,nagqu,31.5,92.0,280.88,90,100,1.65,CN,1721243893
423,pacific grove,36.6177,-121.9166,297.71,74,0,3.09,US,1721243895
424,fairbanks,64.8378,-147.7164,288.34,77,75,0.0,US,1721243896
425,hotan,37.0997,79.9269,301.83,22,34,3.69,CN,1721243897
426,ihosy,-22.4,46.1167,288.67,50,0,1.63,MG,1721243898
427,tyul'gan,52.3405,56.166,290.26,82,70,2.38,RU,1721243900
428,zagora,30.3484,-5.8365,308.92,20,100,6.46,MA,1721243901
429,borovskoy,53.8,64.15,289.1,81,0,3.52,KZ,1721243902
430,lepsy,46.235,78.9456,300.44,41,12,1.06,KZ,1721243903
431,rongelap,11.1635,166.8941,301.06,84,59,8.83,MH,1721243904
432,grand gaube,-20.0064,57.6608,295.58,76,0,1.34,MU,1721243905
433,san borja,-14.8167,-66.85,303.49,30,0,1.47,BO,1721243906
434,kerikeri,-35.2268,173.9474,282.88,96,10,1.37,NZ,1721243907
435,bischofshofen,47.4167,13.2167,292.89,98,100,0.96,AT,1721243744
436,dazuocun,24.8862,118.9643,301.39,89,0,4.64,CN,1721243910
437,perry,37.2506,-83.1999,307.25,90,100,4.14,US,1721243911
438,kajaani,64.2273,27.7285,293.18,73,0,1.54,FI,1721243718
439,escarcega,18.6089,-90.7454,309.36,34,60,1.86,MX,1721243891
440,baharly,38.4362,57.4316,305.97,25,0,2.95,TM,1721243915
441,kitami,43.8031,143.8908,290.62,88,0,0.23,JP,1721243916
442,minas de marcona,-15.2119,-75.1103,290.56,50,0,3.78,PE,1721243917
443,haiku-pauwela,20.9219,-156.3051,299.96,63,20,7.2,US,1721243918
444,arkalyk,50.2486,66.9114,291.91,81,70,3.1,KZ,1721243920
445,ungsang-nodongjagu,42.3578,130.4622,292.08,100,100,1.41,KP,1721243921
446,nemuro,43.3236,145.575,289.39,100,100,3.14,JP,1721243922
447,fort st. john,56.2499,-120.8529,301.09,36,20,3.09,CA,1721243923
448,dali,25.7,100.1833,291.37,92,95,1.6,CN,1721243924
449,copala,16.65,-98.9833,304.19,60,80,3.67,MX,1721243925
450,brisas de zicatela,15.8369,-97.0419,305.44,62,20,2.57,MX,1721243926
451,dahab,28.501,34.5134,308.01,32,0,3.55,EG,1721243927
452,calama,-22.4667,-68.9333,298.42,2,0,8.23,CL,1721243928
453,berdigestyakh,62.0989,126.6992,287.46,96,4,1.13,RU,1721243930
454,bikenibeu village,1.3673,173.1241,301.13,83,75,2.57,KI,1721243931
455,mejit,10.2753,170.8646,300.75,85,100,9.69,MH,1721243932
456,langepas,61.2544,75.2124,290.28,70,100,3.74,RU,1721243934
457,castillos,-34.1667,-53.8333,286.89,82,100,3.63,UY,1721243935
458,fortuna,40.5982,-124.1573,291.66,75,0,4.12,US,1721243936
459,taroa,8.7058,171.2275,300.36,87,100,10.76,MH,1721243937
460,yashiro,34.9167,134.9667,297.75,93,100,0.98,JP,1721243938
461,pariyapuram,10.9561,76.1916,296.31,97,100,0.58,IN,1721243967
462,manggar,-2.8833,108.2667,300.5,78,12,5.41,ID,1721243968
463,nadi,-17.8,177.4167,296.15,88,20,0.0,FJ,1721243969
464,amahai,-3.3333,128.9167,296.99,85,97,6.31,ID,1721243970
465,road town,18.4167,-64.6167,304.2,74,40,4.12,VG,1721243972
466,kochubey,44.3861,46.5825,298.42,79,98,4.16,RU,1721243973
467,el nido,11.1858,119.3956,298.42,93,100,1.88,PH,1721243974
468,st. john's,47.5649,-52.7093,296.08,88,34,1.79,CA,1721243807
469,azemmour,33.2895,-8.3425,296.84,69,26,7.42,MA,1721243976
470,brookings,44.3114,-96.7984,296.03,56,40,5.14,US,1721243977
471,antsohihy,-14.8796,47.9875,294.72,71,34,2.46,MG,1721243984
472,manokwari,-0.8667,134.0833,298.91,80,100,1.89,ID,1721243985
473,alice springs,-23.7,133.8833,273.9,86,0,1.54,AU,1721243986
474,bumba,2.1833,22.4667,295.44,92,78,2.02,CD,1721243987
475,katabu,-4.9333,122.5167,294.61,90,3,2.2,ID,1721243989
476,tarko-sale,64.9225,77.785,288.02,60,11,2.76,RU,1721243990
477,luderitz,-26.6481,15.1594,286.72,88,0,2.3,NA,1721243991
478,buta,2.7858,24.73,296.33,93,100,1.46,CD,1721243992
479,st martin,50.3698,-4.4473,291.34,88,100,1.83,GB,1721243993
480,laojunmiao,39.8333,97.7333,297.04,34,80,3.74,CN,1721243994
481,katsuren-haebaru,26.3369,127.8719,302.58,91,0,3.09,JP,1721243995
482,smidovich,48.6,133.8167,292.95,93,73,2.38,RU,1721243900
483,ouricuri,-7.8825,-40.0817,299.05,52,99,3.07,BR,1721243998
484,berbera,10.4396,45.0143,307.01,44,100,7.63,SO,1721244000
485,andrushivka,50.0229,29.0202,296.52,55,53,0.29,UA,1721244001
486,freeport,40.6576,-73.5832,305.6,73,20,6.17,US,1721244002
487,galappo,-4.2667,35.85,290.99,64,80,2.93,TZ,1721244003
488,canutama,-6.5339,-64.3831,308.13,29,47,2.53,BR,1721244004
489,kapa'a,22.0752,-159.319,301.14,71,75,5.14,US,1721244005
490,puerto armuelles,8.2833,-82.8667,304.14,81,100,1.34,PA,1721244006
491,kalajoki,64.25,23.95,291.99,95,100,4.24,FI,1721244006
492,kapit,2.0167,112.9333,296.47,99,99,0.42,MY,1721244009
493,altai,46.3722,96.2583,290.86,49,84,2.51,MN,1721244010
494,salinas,36.6777,-121.6555,298.74,62,0,3.09,US,1721244012
495,geraldton,-28.7667,114.6,290.38,94,75,5.14,AU,1721244013
496,puerto aysen,-45.4,-72.7,277.93,99,100,1.74,CL,1721244014
497,lashio,22.9333,97.75,294.96,99,100,0.24,MM,1721244015
498,vuktyl,63.8567,57.3094,291.13,71,5,1.6,RU,1721244016
499,campo maior,-4.8278,-42.1686,309.23,22,2,2.62,BR,1721244017
500,bamboo flat,11.7,92.7167,301.2,89,100,4.12,IN,1721244018
501,ishigaki,24.3448,124.1572,302.22,89,40,2.06,JP,1721244019
502,abilene,32.4487,-99.7331,309.36,37,0,2.57,US,1721244021
503,agat village,13.3886,144.6585,302.21,84,20,4.12,GU,1721244022
504,ciudad lazaro cardenas,17.9583,-102.2,304.67,63,7,4.71,MX,1721244023
505,kruisfontein,-34.0033,24.7314,284.2,78,100,0.77,ZA,1721243947
506,puerto baquerizo moreno,-0.9,-89.6,298.7,65,40,6.17,EC,1721244025
507,campo ramon,-27.4611,-55.019,292.99,52,0,1.0,AR,1721244026
508,tumayr,25.7039,45.868,307.03,16,91,3.57,SA,1721244027
509,bairnsdale,-37.8333,147.6167,281.51,89,32,0.45,AU,1721244029
510,sault ste. marie,46.5168,-84.3333,293.31,66,0,10.29,CA,1721244030
511,mendi,-6.1761,143.6513,286.45,99,100,0.43,PG,1721244031
512,beberibe,-4.1797,-38.1306,300.66,65,12,5.35,BR,1721244032
513,guilin,25.2819,110.2864,301.21,87,12,0.37,CN,1721244033
514,christchurch,-43.5333,172.6333,279.79,92,100,0.51,NZ,1721244027
515,el granada,37.5027,-122.4694,296.97,71,40,7.2,US,1721244036
516,arar,30.9753,41.0381,309.16,11,0,3.09,SA,1721244037
517,kuraymah,18.55,31.85,309.0,13,9,2.03,SD,1721244039
518,rucar,45.4,25.1667,296.73,53,44,2.9,RO,1721244040
519,rabaul,-4.1967,152.1721,299.28,81,100,6.68,PG,1721244041
520,portland,45.5234,-122.6762,299.07,56,75,2.57,US,1721243763
521,freetown,8.484,-13.2299,297.38,91,100,4.44,SL,1721244043
522,penzance,50.1186,-5.5371,290.53,82,100,3.79,GB,1721244044
523,chauk,20.8833,94.8167,301.55,77,67,4.99,MM,1721244045
524,lata,40.1629,-8.3327,296.44,57,0,2.38,PT,1721244047
525,guanica,17.9716,-66.908,307.42,66,100,8.92,PR,1721244048
526,shiguai,40.7058,110.2856,294.44,32,0,3.23,CN,1721244049
527,noumea,-22.2763,166.4572,295.37,99,90,2.52,NC,1721244050
528,l'aquila,42.365,13.3935,300.44,49,4,0.65,IT,1721244051
529,sakakah,29.9697,40.2064,308.91,15,0,1.84,SA,1721244052
530,rurrenabaque,-14.4413,-67.5278,303.98,51,20,2.06,BO,1721244053
531,silveira,39.1112,-9.3643,296.55,75,0,0.89,PT,1721244054
532,simanggang,1.2472,111.4528,300.14,100,96,0.0,MY,1721244055
533,sharypovo,55.5403,89.2008,292.36,89,100,1.91,RU,1721243971
534,khandyga,62.6667,135.6,286.44,95,100,2.11,RU,1721244058
535,tazacorte,28.629,-17.9293,297.12,82,20,4.63,ES,1721244059
536,aginskoye,51.1,114.53,290.57,52,100,3.23,RU,1721244060
537,zeya,53.75,127.2667,291.82,97,100,2.12,RU,1721244061
538,shiraz,29.6036,52.5388,305.84,18,0,5.14,IR,1721244002
539,alem paraiba,-21.8878,-42.7044,298.64,54,0,0.58,BR,1721244063
540,sur,22.5667,59.5289,304.77,63,100,6.4,OM,1721244064
541,bhamo,24.2667,97.2333,298.41,95,90,0.69,MM,1721244065
542,jalai nur,49.45,117.7,291.49,65,100,3.43,CN,1721244068
543,tevriz,57.509,72.4042,289.38,97,100,2.85,RU,1721244069
544,petropavlovsk-kamchatsky,53.0452,158.6483,283.48,100,75,4.0,RU,1721244070
545,immokalee,26.4187,-81.4173,309.23,62,0,2.06,US,1721244071
546,dunedin,-45.8742,170.5036,279.15,98,100,0.45,NZ,1721244072
547,vyshhorod,50.5848,30.4898,300.31,61,15,3.46,UA,1721244074
548,ketchikan,55.3422,-131.6461,290.41,94,100,5.14,US,1721244075
549,aykhal,66.0,111.5,284.41,80,78,2.94,RU,1721244076
550,awjilah,29.1081,21.2869,305.1,33,0,8.52,LY,1721244078
551,pekanbaru,0.5333,101.45,296.33,94,75,2.06,ID,1721244022
552,nabire,-3.3667,135.4833,296.69,95,100,1.92,ID,1721244081
553,kenai,60.5544,-151.2583,287.12,82,40,4.63,US,1721244082
554,ixtapa,20.7,-105.2,306.05,70,20,5.14,MX,1721244083
555,camocim,-2.9022,-40.8411,303.57,53,100,6.9,BR,1721244084
556,bangui,4.3612,18.555,297.25,94,20,0.51,CF,1721244085
557,padang,-0.9492,100.3543,299.18,88,5,1.86,ID,1721243968
558,fort mcmurray,56.7268,-111.381,305.92,25,0,6.17,CA,1721244088
559,clearlake,38.9582,-122.6264,306.12,20,0,1.5,US,1721244089
560,san blas atempa,16.3264,-95.2225,306.73,49,100,2.36,MX,1721244090
561,tsengel,49.4783,100.8894,289.56,55,100,0.79,MN,1721244091
562,bedele,8.456,36.353,286.93,96,100,1.34,ET,1721244092
563,paramonga,-10.6667,-77.8333,292.28,68,4,4.76,PE,1721244093
564,pemangkat,1.1667,108.9667,300.14,86,10,4.23,ID,1721244094
565,joshimath,30.5667,79.5667,292.52,97,100,1.24,IN,1721244095
566,illizi,26.4833,8.4667,312.04,12,0,4.37,DZ,1721244097
567,argo,37.6333,22.7333,303.59,35,0,2.6,GR,1721244098
568,lae,-6.7221,146.9847,295.31,92,81,0.97,PG,1721244099
569,tofol,5.3248,163.0078,299.36,86,100,3.7,FM,1721244100
570,zhengjiatun,43.5064,123.5064,293.61,73,0,4.13,CN,1721244101
571,lompoc,34.6391,-120.4579,298.23,73,0,0.45,US,1721244102
572,trairi,-3.2778,-39.2689,300.57,66,8,6.24,BR,1721244103
573,acarau,-2.8856,-40.12,302.09,59,6,8.02,BR,1721244104
574,culfa,38.9558,45.6308,303.08,30,70,4.01,AZ,1721244105
575,beira,-19.8436,34.8389,294.2,94,0,1.54,MZ,1721244107
576,touros,-5.1989,-35.4608,299.77,71,4,6.58,BR,1721244108
577,santa rita,-7.1139,-34.9781,300.52,65,20,6.69,BR,1721244109
578,nueva helvecia,-34.3,-57.2333,290.7,61,100,1.67,UY,1721244110
579,pontes e lacerda,-15.2261,-59.3353,305.75,22,100,2.49,BR,1721244111
580,flying fish cove,-10.4217,105.6791,297.97,78,40,5.14,CX,1721244047
581,san miguel de allende,20.9167,-100.75,296.64,69,53,2.34,MX,1721244113
582,miyaly,48.8844,53.7836,298.36,42,15,3.07,KZ,1721244114
583,valparaiso,-33.0393,-71.6273,293.28,39,0,4.12,CL,1721243905
584,brokopondo,4.75,-55.1667,302.85,63,100,2.23,SR,1721244118
585,papao,-17.75,-149.55,299.97,77,18,1.34,PF,1721244119
586,ancud,-41.8697,-73.8203,283.43,89,29,6.52,CL,1721244120
587,tugulym,57.0591,64.6425,291.19,82,0,2.75,RU,1721244121
588,dryden,49.7833,-92.7503,292.31,52,40,3.09,CA,1721244122
589,dwarka,22.2394,68.9678,302.84,84,100,2.82,IN,1721244123
590,okha,53.5739,142.9478,283.52,89,98,5.74,RU,1721244125
591,el calafate,-50.3408,-72.2768,276.91,86,100,0.87,AR,1721244126
592,linqiong,30.4159,103.4609,297.05,92,100,0.89,CN,1721244127
593,medina,24.4686,39.6142,312.39,16,0,4.63,SA,1721244128
